id,closeness_to_holiday,B,Month,product_page_duration,BounceRates,info_page_duration,total_duration,device,num_of_admin_pages,num_of_product_pages,C,ExitRates,num_of_info_pages,D,user_type,Region,admin_page_duration,PageValues,A,Weekend,internet_browser,purchase
3478,0.6,107.81093209950791,May,1576.205078 minutes,0.010752688,,,3.0,4.0,94.0,log_100,0.015506058999999999,0.0,,Returning_Visitor,9.0,75.6,0.0,c_3,0.0,chrome_98.0.1,0
3479,0.6,106.17472814637631,May,506.0 minutes,0.033333333,23.0 minutes,529.0,2.0,0.0,15.0,log404,0.06,2.0,,Returning_Visitor,1.0,0.0,0.0,c_4,0.0,chrome_90.1.7,0
3480,0.0,95.24885175394185,May,537.0 minutes,0.005128205,,537.0,4.0,0.0,39.0,log404,0.011965812,0.0,,Returning_Visitor,3.0,0.0,0.0,c_13,0.0,,0
3481,0.4,90.36470778011329,May,239.75 minutes,0.0,0.0 minutes,272.25,2.0,2.0,12.0,log404,0.005128205,0.0,,New_Visitor,1.0,32.5,0.0,c_5,0.0,edge_99.0.1150.46,0
3482,0.0,103.81996867779296,May,1470.333333 minutes,0.016,559.0 minutes,2149.9999997,1.0,8.0,44.0,log400,0.019207791999999998,,,Returning_Visitor,1.0,120.66666670000001,7.435866667000001,c_4,1.0,chrome_99.1.4,0
3485,0.6,100.7917883332582,May,0.0 minutes,0.2,0.0 minutes,0.0,2.0,0.0,1.0,log8080,0.2,0.0,,Returning_Visitor,7.0,0.0,0.0,c_6,0.0,edge_97.0.1072.76,0
3486,0.0,109.53429751142855,May,273.25 minutes,0.0,0.0 minutes,401.75,1.0,4.0,14.0,log8080,0.0125,0.0,,Returning_Visitor,4.0,128.5,0.0,c_4,1.0,browser_8_v12,0
3488,0.6,114.93177850831523,May,1623.5 minutes,0.0,0.0 minutes,1675.0,2.0,3.0,21.0,log8080,0.005,0.0,,New_Visitor,2.0,,49.3886,c_3,0.0,edge_98.0.1108.84,1
3489,0.2,93.80635944712736,May,1643.333333 minutes,0.010526316,4.0 minutes,,2.0,2.0,35.0,log200,0.031578947,1.0,,Returning_Visitor,1.0,57.0,0.0,c_4,0.0,chrome_98.0.1,0
3490,0.6,99.10027576520974,May,0.0 minutes,0.2,0.0 minutes,0.0,3.0,0.0,4.0,log8080,0.2,0.0,,Returning_Visitor,1.0,0.0,0.0,c_3,0.0,chrome_80,0
3492,1.0,96.05019438779973,May,152.0 minutes,0.0,0.0 minutes,152.0,3.0,0.0,12.0,log_100,0.002380952,0.0,,Returning_Visitor,1.0,0.0,0.0,c_2,1.0,chrome_99.1.4,0
3494,0.0,119.40307895102856,May,142.41666669999998 minutes,0.0,0.0 minutes,142.41666669999998,2.0,0.0,11.0,log404,0.036363636,0.0,,Returning_Visitor,1.0,0.0,0.0,c_2,0.0,chrome_99.1.3,0
3495,0.8,89.51152258641548,May,1420.472496 minutes,0.001212121,0.0 minutes,,1.0,2.0,55.0,log200,0.005750251,0.0,,Returning_Visitor,3.0,37.5,0.0,c_4,0.0,safari_14,0
3497,0.0,100.55349355356674,May,3291.0 minutes,0.02,0.0 minutes,,3.0,0.0,10.0,log202,0.057999999999999996,0.0,,Returning_Visitor,1.0,0.0,0.0,c_13,0.0,chrome_98.0.1,0
3498,0.0,100.22037670272547,May,1144.483333 minutes,0.041843972,0.0 minutes,,3.0,0.0,47.0,log200,0.055319149000000005,0.0,,Returning_Visitor,3.0,0.0,0.0,c_13,0.0,chrome_98.0.1,0
3499,0.0,99.19496549259081,May,,0.0,0.0 minutes,480.16666667,1.0,,17.0,log_100,0.025757576,0.0,,Returning_Visitor,2.0,,0.0,c_11,1.0,chrome_99.1.3,0
3500,0.0,102.40766863093637,May,714.9666667 minutes,0.014666667,0.0 minutes,916.9666667,1.0,4.0,28.0,log200,0.016973138000000002,0.0,,Returning_Visitor,1.0,202.0,0.0,c_4,1.0,safari_13.1,0
3501,0.8,79.10906551202032,May,527.5 minutes,0.0,0.0 minutes,,2.0,0.0,25.0,log202,0.003466667,0.0,,Returning_Visitor,1.0,0.0,0.0,c_4,0.0,chrome_89,0
3502,0.4,117.90065243951472,May,66.0 minutes,0.075,0.0 minutes,,3.0,1.0,8.0,log_100,0.0875,0.0,,Returning_Visitor,1.0,18.0,0.0,c_13,0.0,chrome_98.0.1,0
3503,0.0,90.75256715120638,May,4313.139103 minutes,0.001736111,0.0 minutes,4473.369872200001,2.0,7.0,125.0,log8080,0.019623016,0.0,,Returning_Visitor,4.0,160.23076919999997,11.37678683,c_6,1.0,chrome_99.1.3,0
3504,0.0,111.211793912945,May,454.75 minutes,0.026666667,0.0 minutes,,3.0,0.0,15.0,log404,0.033333333,0.0,,Returning_Visitor,3.0,0.0,0.0,c_1,1.0,chrome_89,0
3505,0.8,106.13374693983371,May,1205.566667 minutes,0.0125,0.0 minutes,1543.566667,3.0,2.0,17.0,log_100,0.0375,0.0,,Returning_Visitor,2.0,,19.23625,c_2,0.0,chrome_80,1
3506,0.0,99.39138472537554,May,1652.75 minutes,0.013636364,29.0 minutes,1681.75,2.0,0.0,,log202,0.035119048,,,Returning_Visitor,4.0,0.0,0.0,c_4,1.0,chrome_99.1.4,0
3507,0.0,94.76481331453247,May,239.5 minutes,0.0,0.0 minutes,,,0.0,7.0,log_100,0.016666667,0.0,,New_Visitor,1.0,0.0,0.0,c_6,1.0,chrome_89,0
3508,0.0,105.82766630751071,May,1539.0 minutes,0.015384615,0.0 minutes,,2.0,0.0,,log200,0.030769231,0.0,,Returning_Visitor,2.0,0.0,0.0,c_2,0.0,,0
3509,0.6,113.49519288534353,May,,0.05,0.0 minutes,1036.5,3.0,2.0,6.0,log200,0.075,0.0,,Returning_Visitor,6.0,844.0,0.0,c_2,0.0,chrome_98.0.1,0
3510,,77.70519205897583,May,2208.788095 minutes,0.0,,,4.0,3.0,76.0,log202,0.004756098,3.0,,Returning_Visitor,7.0,73.5,3.2003048780000003,c_2,1.0,safari_15.2,0
3511,,,,2062.443592 minutes,0.01220527,,,,2.0,,log200,0.020275689,0.0,,,,13.33333333,0.0,c_4,,,0
3512,0.0,104.15080548364996,May,1456.783333 minutes,0.0,0.0 minutes,1781.283333,2.0,4.0,30.0,log8080,0.009019608,0.0,,Returning_Visitor,4.0,324.5,30.01288235,c_2,0.0,chrome_89,1
3514,0.0,83.25348144829333,May,604.0 minutes,0.0,0.0 minutes,604.0,2.0,0.0,7.0,log8080,0.033333333,0.0,,New_Visitor,3.0,0.0,53.988,c_2,0.0,browser_5_v12,1
3515,0.0,100.86489422876538,May,362.5 minutes,0.0,0.0 minutes,,2.0,7.0,,log404,0.003921569000000001,0.0,,New_Visitor,7.0,159.5,0.0,c_2,0.0,chrome_89,0
3516,0.0,106.49985464732066,May,1584.3 minutes,0.0,0.0 minutes,1621.3,3.0,1.0,30.0,log400,0.01547619,0.0,,Returning_Visitor,9.0,37.0,3.356892857,c_4,1.0,chrome_90.1.7,0
3518,0.0,92.31480957331551,May,543.8333332999999 minutes,0.0,0.0 minutes,,2.0,1.0,,log8080,0.007692308,0.0,,New_Visitor,3.0,8.5,0.0,c_5,1.0,chrome_89,0
3519,0.0,100.38469110432902,May,574.0 minutes,0.016666667,0.0 minutes,,2.0,0.0,12.0,log_100,0.083333333,0.0,,Returning_Visitor,1.0,0.0,0.0,c_13,0.0,chrome_99.1.4,0
3520,0.0,89.77337736733882,May,127.75 minutes,0.053333333,0.0 minutes,,1.0,0.0,10.0,log200,0.075,0.0,,Returning_Visitor,2.0,0.0,0.0,c_3,0.0,safari_15.4,0
3521,0.2,122.25209730714477,May,2666.0 minutes,0.015384615,0.0 minutes,,,1.0,39.0,log202,0.046153846,,,Returning_Visitor,5.0,241.0,0.0,c_13,0.0,chrome_99.1.3,0
3522,0.0,116.93145667106272,May,0.0 minutes,0.2,0.0 minutes,,2.0,0.0,3.0,log_100,0.2,0.0,,Returning_Visitor,1.0,0.0,0.0,c_3,0.0,,0
3524,0.0,85.77327254529303,May,4758.3806380000005 minutes,0.001034483,0.0 minutes,5043.230638000001,4.0,16.0,276.0,log200,0.007306261999999999,0.0,,Returning_Visitor,3.0,284.85,27.43209507,c_1,1.0,safari_15,1
3525,0.0,100.28559363907675,May,,0.0,16.0 minutes,324.0,2.0,0.0,8.0,log202,0.025,1.0,,Returning_Visitor,1.0,0.0,35.091,c_2,0.0,edge_96.0.1054.72,1
3526,0.0,101.2120479107153,May,2463.244841 minutes,0.0018867920000000002,17.0 minutes,,2.0,7.0,100.0,log_100,0.014944593999999999,1.0,,Returning_Visitor,1.0,64.75,0.0,,0.0,,0
3527,0.0,93.9807012462414,May,28.0 minutes,0.0,0.0 minutes,28.0,4.0,0.0,3.0,log_100,0.066666667,0.0,,Returning_Visitor,1.0,,0.0,c_3,0.0,safari_14.1,0
3528,0.0,76.63396530239027,May,958.25 minutes,0.025,0.0 minutes,,2.0,1.0,24.0,log8080,0.035,0.0,,Returning_Visitor,1.0,2.0,24.34016667,c_6,0.0,,0
3529,0.0,92.15669869705066,May,,0.0,0.0 minutes,,2.0,4.0,16.0,log_100,0.010526316,0.0,,New_Visitor,1.0,47.5,254.6071579,c_2,0.0,browser_5_v14,1
3530,,106.28424864082689,May,516.4166667 minutes,0.0,0.0 minutes,625.3333333999999,2.0,6.0,,log_100,0.013333333000000001,,,Returning_Visitor,1.0,108.91666670000001,8.1816,c_5,1.0,chrome_80,1
3531,0.0,90.13013072258532,May,,0.023529412000000003,0.0 minutes,,2.0,0.0,,log8080,0.030392157000000003,0.0,,Returning_Visitor,7.0,0.0,0.0,c_6,1.0,chrome_98.0.1,0
3532,0.0,87.44032179548567,May,887.3547618999999 minutes,0.01,0.0 minutes,887.3547618999999,3.0,0.0,,log8080,0.0145,0.0,,Returning_Visitor,8.0,0.0,0.0,c_2,0.0,chrome_99.1.4,0
3533,0.0,79.53082865502486,May,2026.4761899999999 minutes,0.011764706000000002,0.0 minutes,,4.0,3.0,15.0,log404,0.07254902,1.0,,Returning_Visitor,1.0,25.57142857,0.0,c_1,0.0,safari_13.1,0
3534,0.0,96.83614780680381,May,529.3333333 minutes,0.0,29.5 minutes,681.8333333,3.0,4.0,16.0,log404,0.0045,1.0,,New_Visitor,2.0,123.0,0.0,c_2,0.0,,0
3535,0.0,93.21596054968398,May,2376.861905 minutes,0.016666667,0.0 minutes,2424.861905,2.0,1.0,52.0,log404,0.045679012000000005,0.0,,Returning_Visitor,3.0,48.0,13.32592593,c_3,0.0,chrome_98.0.1,0
3536,0.0,90.43386633320642,May,1564.17381 minutes,0.00625,0.0 minutes,,1.0,1.0,33.0,log400,0.003506944,0.0,,Returning_Visitor,2.0,64.0,10.12275,c_5,1.0,safari_15,0
3537,0.0,116.49631052326434,May,1180.0 minutes,0.0,0.0 minutes,1249.0,2.0,4.0,20.0,log202,0.009090909,,,Returning_Visitor,6.0,69.0,30.52636364,c_3,0.0,chrome_80,1
3538,1.0,90.88172066152138,May,291.6 minutes,0.0,0.0 minutes,291.6,,0.0,14.0,log202,0.085714286,0.0,,Returning_Visitor,1.0,0.0,0.0,c_6,1.0,chrome_89,0
3539,0.0,95.340844370466,May,203.0 minutes,0.0,0.0 minutes,203.0,2.0,0.0,2.0,log400,0.1,0.0,,Returning_Visitor,1.0,0.0,0.0,c_3,0.0,chrome_90.1.7,0
3541,0.0,110.58379326878769,May,3098.992857 minutes,0.007692308,,3450.492857,3.0,4.0,78.0,log202,0.022124542,1.0,,Returning_Visitor,3.0,322.5,0.0,c_13,1.0,chrome_99.1.4,0
3542,0.0,112.06583028460028,May,2340.5 minutes,0.0,314.0 minutes,,2.0,2.0,19.0,log200,0.015873016,2.0,,Returning_Visitor,1.0,178.5,52.08342857,c_4,0.0,edge_96.0.1054.75,0
3544,0.0,103.13305844999545,May,1927.122222 minutes,0.007909605,0.0 minutes,2009.122222,2.0,1.0,59.0,log_100,0.023728813999999997,0.0,,Returning_Visitor,9.0,82.0,23.87629104,c_13,0.0,,1
3545,0.6,95.12373779933755,May,143.75 minutes,0.08,0.0 minutes,143.75,3.0,0.0,15.0,log404,0.091555556,,,Returning_Visitor,1.0,0.0,0.0,c_13,0.0,chrome_89,0
3546,0.0,93.01155369406418,May,553.0 minutes,0.0,0.0 minutes,,1.0,0.0,9.0,log404,0.025,0.0,,New_Visitor,1.0,0.0,53.988,c_4,0.0,safari_13.1,1
3547,0.0,99.42250830348996,May,855.0 minutes,0.0,0.0 minutes,855.0,,0.0,7.0,log_100,0.028571429,0.0,,Returning_Visitor,1.0,0.0,0.0,c_1,0.0,chrome_99.1.4,0
3548,0.0,98.53509107298035,May,880.8 minutes,0.007291667,,1210.4666667,1.0,8.0,27.0,log400,0.020192308,2.0,,Returning_Visitor,2.0,176.66666669999998,8.54525,c_2,1.0,,1
3550,0.6,90.27623080849729,May,1721.125 minutes,0.042528736,0.0 minutes,,3.0,0.0,29.0,log202,0.071264368,0.0,,Returning_Visitor,2.0,0.0,0.0,c_13,0.0,chrome_99.1.3,0
3551,0.0,100.86964429198717,May,3345.685836 minutes,0.002515091,76.0 minutes,,2.0,1.0,70.0,log8080,0.007571185,3.0,,Returning_Visitor,6.0,418.0,7.204613682000001,c_4,0.0,,1
3552,0.0,85.48375855576268,May,809.1666667000001 minutes,0.017857143,0.0 minutes,809.1666667000001,2.0,0.0,29.0,log_100,0.032142857000000004,0.0,,Returning_Visitor,1.0,0.0,0.0,c_3,0.0,browser_6_v20,0
3553,0.0,108.03756674834266,May,466.75 minutes,0.0,0.0 minutes,466.75,3.0,0.0,10.0,log200,0.028571429,0.0,,Returning_Visitor,1.0,0.0,0.0,c_4,1.0,chrome_99.1.4,0
3554,0.4,95.39921137185296,May,1513.0 minutes,0.04,,1536.0,,1.0,,log_100,0.069333333,0.0,,Returning_Visitor,1.0,23.0,0.0,c_1,0.0,chrome_99.1.3,0
3555,0.0,105.19819677805998,May,769.9928571 minutes,0.0,0.0 minutes,782.4928571,2.0,1.0,51.0,log200,0.004081633,0.0,,Returning_Visitor,1.0,12.5,0.0,c_2,1.0,chrome_98.0.1,0
3556,0.4,93.81666291219332,May,126.66666670000001 minutes,0.072727273,0.0 minutes,126.66666670000001,1.0,0.0,11.0,log_100,0.090909091,0.0,,Returning_Visitor,1.0,0.0,0.0,c_3,0.0,safari_15.4,0
3557,0.0,91.10819289890625,May,,0.0125,0.0 minutes,,2.0,0.0,25.0,log200,0.031944444,,,Returning_Visitor,5.0,0.0,0.0,c_6,0.0,chrome_89,0
3560,,96.87063691970835,May,252.0 minutes,0.0,0.0 minutes,252.0,2.0,0.0,13.0,log_100,0.061538462,0.0,,Returning_Visitor,8.0,0.0,0.0,c_3,0.0,chrome_89,0
3562,0.0,105.57100698104901,May,616.4333333 minutes,0.0,85.0 minutes,821.4333333,2.0,1.0,33.0,log200,0.005714286,1.0,,New_Visitor,5.0,120.0,0.0,c_2,0.0,chrome_99.1.3,0
3563,0.0,101.00462434048443,May,978.0 minutes,0.0,0.0 minutes,978.0,2.0,0.0,10.0,log_100,0.025,0.0,,Returning_Visitor,3.0,0.0,0.0,c_2,0.0,chrome_98.0.1,0
3564,0.0,90.54472881911971,May,487.66666669999995 minutes,0.0,0.0 minutes,,1.0,5.0,16.0,log202,0.026315789,0.0,,Returning_Visitor,2.0,54.0,0.0,c_3,0.0,safari_14.1,0
3565,0.0,102.24887562201661,May,60.0 minutes,0.0,0.0 minutes,,2.0,0.0,3.0,log202,0.066666667,0.0,,Returning_Visitor,7.0,0.0,0.0,c_2,1.0,chrome_99.1.3,0
3567,,93.42313931793758,May,647.5 minutes,0.028571429,,647.5,3.0,0.0,23.0,log404,0.04,0.0,,Returning_Visitor,1.0,0.0,0.0,c_1,0.0,chrome_98.0.1,0
3568,0.6,101.07958774666679,May,204.5 minutes,0.046153846,0.0 minutes,,1.0,0.0,14.0,log202,0.084615385,0.0,,Returning_Visitor,4.0,0.0,0.0,c_3,0.0,safari_15,0
3570,0.0,84.15596648672113,May,143.85 minutes,0.0,0.0 minutes,147.85,2.0,1.0,18.0,log200,0.034117647,0.0,,Returning_Visitor,3.0,4.0,0.0,c_3,0.0,chrome_99.1.4,0
3571,,99.11156062340241,May,258.0833333 minutes,0.004545455,0.0 minutes,,3.0,7.0,5.0,log400,0.052525253,0.0,,Returning_Visitor,3.0,374.36904760000004,0.0,c_1,0.0,chrome_99.1.3,0
3572,0.2,102.1749693057079,May,99.7 minutes,0.0,0.0 minutes,,1.0,0.0,7.0,log404,0.014285714,0.0,,Returning_Visitor,1.0,0.0,0.0,c_1,0.0,safari_15.4,0
3573,0.4,102.11809417498065,May,277.0 minutes,0.04444444400000001,0.0 minutes,282.5,1.0,1.0,,log202,0.035555556,0.0,,Returning_Visitor,1.0,5.5,0.0,c_3,0.0,safari_14.1,0
3574,0.6,69.94185589897955,May,1886.5 minutes,0.0070175440000000006,1779.1666670000002 minutes,,2.0,0.0,12.0,log_100,0.019298246,9.0,,New_Visitor,6.0,0.0,0.0,c_3,0.0,chrome_98.0.1,0
3575,0.8,114.22446228097644,May,1987.5333329999999 minutes,0.035,0.0 minutes,1987.5333329999999,2.0,0.0,80.0,log200,0.06514881,0.0,,Returning_Visitor,1.0,,0.0,,0.0,chrome_89,0
3576,1.0,98.66126802524309,May,391.8666667 minutes,0.0,0.0 minutes,,2.0,0.0,17.0,log202,0.029411765,0.0,,Returning_Visitor,1.0,0.0,0.0,c_1,1.0,chrome_98.0.1,0
3577,0.0,113.44188374036575,May,0.0 minutes,0.2,0.0 minutes,0.0,2.0,0.0,1.0,log400,0.2,0.0,,Returning_Visitor,1.0,0.0,0.0,c_4,0.0,chrome_99.1.3,0
3578,0.6,106.09425114055713,May,791.9559524 minutes,0.013636364,0.0 minutes,1165.9559524000001,3.0,6.0,83.0,log400,0.025536616,0.0,,Returning_Visitor,1.0,374.0,0.0,c_1,0.0,chrome_89,0
3579,0.0,87.2857712253102,May,127.5 minutes,0.0,0.0 minutes,127.5,2.0,,9.0,log202,0.022222222000000003,0.0,,Returning_Visitor,2.0,0.0,0.0,c_11,0.0,browser_7_v14,0
3580,0.2,114.90342063748611,May,2259.2 minutes,0.022222222000000003,0.0 minutes,2259.2,2.0,0.0,38.0,log400,0.037962962999999995,0.0,,Returning_Visitor,7.0,0.0,0.0,c_11,0.0,chrome_98.0.1,0
3581,0.0,89.83061839135806,May,1232.733333 minutes,0.0,109.0 minutes,1341.733333,4.0,0.0,23.0,log_100,0.012820513,2.0,,Returning_Visitor,1.0,0.0,56.35884615,c_19,1.0,chrome_80,1
3582,0.0,100.51065551930809,May,1018.0 minutes,0.0,0.0 minutes,1059.0,2.0,1.0,30.0,log_100,0.0034482759999999997,0.0,,Returning_Visitor,1.0,41.0,54.21806897,c_2,0.0,chrome_89,1
3585,0.0,91.2369548763596,May,183.5 minutes,0.0,0.0 minutes,,2.0,1.0,11.0,log_100,0.018181818,0.0,,New_Visitor,1.0,11.0,0.0,c_4,1.0,chrome_89,0
3586,0.8,112.31619629162712,May,765.4454545 minutes,0.006666666999999999,134.33333330000002 minutes,899.7787878,2.0,0.0,16.0,log8080,0.006,1.0,,Returning_Visitor,1.0,0.0,0.0,c_1,0.0,browser_10_v17,0
3587,0.6,84.87124103080558,May,1006.666667 minutes,0.0,0.0 minutes,1006.666667,1.0,0.0,20.0,log_100,0.005555556,0.0,,Returning_Visitor,1.0,0.0,0.0,c_2,0.0,,0
3588,0.4,91.9478481749869,May,764.75 minutes,0.0,0.0 minutes,,2.0,1.0,12.0,log202,0.023076923,0.0,,New_Visitor,8.0,9.0,9.641076923,c_2,0.0,chrome_80,1
3589,0.0,99.72396035945032,May,61.0 minutes,0.0,0.0 minutes,61.0,3.0,0.0,2.0,log202,0.05,0.0,,Returning_Visitor,3.0,0.0,0.0,c_15,0.0,chrome_89,0
3592,0.6,100.3930186601809,May,336.8 minutes,0.0,0.0 minutes,336.8,2.0,0.0,12.0,log8080,0.006666666999999999,0.0,,Returning_Visitor,1.0,0.0,0.0,c_2,0.0,chrome_80,0
3593,0.0,107.54520974312096,May,,0.0,0.0 minutes,228.0,1.0,1.0,8.0,log404,0.011111111000000002,0.0,,Returning_Visitor,1.0,45.0,0.0,c_4,0.0,safari_14,0
3594,0.0,101.53921790898336,May,813.1 minutes,0.0,0.0 minutes,857.43333333,2.0,2.0,19.0,log8080,0.01,0.0,,Returning_Visitor,1.0,44.33333333,20.0031,c_2,0.0,chrome_98.0.1,1
3595,0.6,110.75030122126863,May,0.0 minutes,0.2,0.0 minutes,,2.0,0.0,2.0,log8080,0.2,0.0,,Returning_Visitor,7.0,0.0,0.0,c_3,0.0,chrome_80,0
3596,0.0,119.37328494820295,May,664.3333332999999 minutes,0.0,0.0 minutes,1402.3333333,2.0,4.0,21.0,log404,0.015277778,0.0,,Returning_Visitor,1.0,738.0,0.0,c_2,1.0,chrome_99.1.4,0
3597,0.0,99.64850877462702,May,0.0 minutes,0.2,0.0 minutes,,1.0,0.0,1.0,log200,0.2,0.0,,Returning_Visitor,9.0,0.0,0.0,c_4,1.0,safari_15,0
3598,0.0,107.61379523502191,May,655.0 minutes,0.033333333,0.0 minutes,,1.0,0.0,6.0,log200,0.022222222000000003,0.0,,Returning_Visitor,1.0,0.0,0.0,c_3,1.0,safari_15.2,0
3599,0.0,106.27028401068765,May,343.0 minutes,0.0,0.0 minutes,,2.0,,10.0,log200,0.02,0.0,,Returning_Visitor,6.0,72.0,0.0,c_1,0.0,chrome_99.1.4,0
3600,0.0,83.1761060301581,May,5407.788889 minutes,0.001923077,3.0 minutes,,,0.0,51.0,log_100,0.020120574,1.0,,Returning_Visitor,3.0,,7.793528571,c_2,0.0,chrome_98.0.1,0
3601,0.0,99.09804572636286,May,691.5 minutes,0.0,0.0 minutes,703.5,2.0,1.0,18.0,log404,0.005,0.0,,Returning_Visitor,4.0,12.0,0.0,c_2,0.0,edge_97.0.1072.76,0
3602,0.0,107.69392772370543,May,3772.405525 minutes,0.0,88.0 minutes,,2.0,9.0,114.0,log400,0.001680672,1.0,,Returning_Visitor,2.0,468.36666669999994,42.41914286,c_14,1.0,chrome_99.1.3,1
3604,0.0,96.52057093918489,May,2154.72381 minutes,0.036781609,17.0 minutes,2455.3904767,1.0,3.0,27.0,log404,0.047660099000000004,1.0,,Returning_Visitor,1.0,283.6666667,0.0,c_3,1.0,chrome_80,0
3605,0.0,100.29476700518131,May,883.0 minutes,0.133333333,0.0 minutes,,3.0,0.0,22.0,log200,0.14891774900000002,0.0,,Returning_Visitor,1.0,0.0,0.0,c_13,0.0,,0
3606,0.6,92.9709338384539,May,33.0 minutes,0.1,0.0 minutes,,2.0,0.0,4.0,log404,0.15,0.0,,Returning_Visitor,1.0,0.0,0.0,c_3,0.0,chrome_99.1.3,0
3607,0.0,95.62697450312272,May,632.0 minutes,0.028571429,0.0 minutes,632.0,2.0,,14.0,log404,0.042857143,0.0,,Returning_Visitor,3.0,0.0,0.0,c_3,0.0,chrome_99.1.4,0
3608,1.0,114.01978309578301,May,25.0 minutes,0.066666667,0.0 minutes,,3.0,0.0,3.0,log202,0.133333333,0.0,,Returning_Visitor,3.0,,0.0,c_3,1.0,chrome_98.0.1,0
3609,0.0,99.93878182599919,May,180.5 minutes,0.085714286,0.0 minutes,,3.0,0.0,14.0,log200,0.092142857,0.0,,Returning_Visitor,1.0,0.0,0.0,c_13,0.0,chrome_98.0.1,0
3610,0.2,111.31971255097756,May,73.66666667 minutes,0.0,0.0 minutes,,2.0,0.0,9.0,log_100,0.022222222000000003,0.0,,Returning_Visitor,1.0,0.0,0.0,c_3,0.0,chrome_80,0
3611,0.0,99.64325832276975,May,1097.05 minutes,0.0,0.0 minutes,1150.55,2.0,3.0,26.0,log8080,0.019605911,0.0,,Returning_Visitor,4.0,53.5,0.0,c_2,0.0,chrome_99.1.3,0
3612,0.8,97.88200521803702,May,611.0 minutes,0.02,0.0 minutes,,2.0,0.0,10.0,log_100,0.06,0.0,,Returning_Visitor,3.0,0.0,0.0,c_1,0.0,edge_96.0.1054.72,0
3613,0.0,87.66501086468035,May,413.0 minutes,0.011111111000000002,0.0 minutes,545.0,1.0,8.0,20.0,log8080,0.027407407,0.0,,Returning_Visitor,1.0,132.0,36.51581481,c_2,0.0,safari_14.1,1
3614,0.6,75.56574964187668,May,724.1333333 minutes,0.074074074,,724.1333333,3.0,0.0,,log200,0.083333333,0.0,,Returning_Visitor,3.0,,0.0,c_4,0.0,browser_3_v16,0
3615,0.0,98.57502575215588,May,441.0 minutes,0.02,0.0 minutes,542.0,2.0,3.0,7.0,log202,0.04,0.0,,Returning_Visitor,4.0,101.0,0.0,c_4,0.0,browser_5_v18,0
3616,0.8,86.76606437304247,May,1803.5841269999999 minutes,0.023794872,0.0 minutes,,3.0,0.0,65.0,log8080,0.031250162000000005,0.0,,Returning_Visitor,6.0,0.0,0.0,c_3,0.0,chrome_90.1.7,0
3617,0.0,107.52680739716524,May,855.25 minutes,0.018181818,0.0 minutes,855.25,2.0,0.0,11.0,log_100,0.063636364,0.0,,Returning_Visitor,3.0,0.0,0.0,c_13,0.0,chrome_99.1.4,0
3618,0.0,107.57874567759065,May,466.66666669999995 minutes,0.0,0.0 minutes,575.6666667,2.0,1.0,9.0,log400,0.0125,0.0,,New_Visitor,1.0,109.0,0.0,c_4,1.0,edge_96.0.1054.72,0
3619,0.0,90.19073762992873,May,2311.090909 minutes,0.004651163,15.0 minutes,2604.9242423,2.0,7.0,38.0,log8080,0.022868217000000003,2.0,,Returning_Visitor,1.0,278.8333333,4.247372093,c_3,0.0,,0
3620,0.2,115.53078136259955,May,309.8 minutes,0.0,0.0 minutes,309.8,2.0,0.0,,log8080,0.016666667,0.0,,Returning_Visitor,6.0,0.0,0.0,c_4,0.0,chrome_90.1.7,0
3621,0.0,99.49780112127044,May,889.0 minutes,0.021428571,0.0 minutes,889.0,4.0,1.0,27.0,log_100,0.067857143,0.0,,Returning_Visitor,3.0,0.0,0.0,c_3,0.0,safari_15.2,0
3622,,103.34556545885721,May,78.25 minutes,0.07777777799999999,0.0 minutes,78.25,1.0,,9.0,log200,0.088888889,,,Returning_Visitor,3.0,0.0,0.0,c_2,1.0,safari_14,0
3623,0.0,86.13300515114815,May,142.16666669999998 minutes,0.02,0.0 minutes,142.16666669999998,2.0,0.0,11.0,log202,0.03,0.0,,Returning_Visitor,9.0,0.0,0.0,c_4,1.0,chrome_99.1.3,0
3625,1.0,106.3049615203695,May,647.6666667000001 minutes,0.009090909,0.0 minutes,647.6666667000001,2.0,0.0,22.0,log202,0.026060606,0.0,,Returning_Visitor,4.0,0.0,0.0,,1.0,chrome_99.1.4,0
3626,0.0,103.16957098889762,May,836.8333332999999 minutes,0.0,323.0 minutes,1181.3333333,2.0,1.0,14.0,log8080,0.0019047620000000002,,,New_Visitor,8.0,21.5,0.0,c_2,0.0,chrome_99.1.4,0
3629,0.0,95.25500418118034,May,984.0 minutes,0.015384615,0.0 minutes,984.0,,0.0,15.0,log404,0.007692308,0.0,,Returning_Visitor,3.0,0.0,0.0,c_6,1.0,browser_5_v20,0
3630,0.8,99.19799009625108,May,2797.213095 minutes,0.004098361,101.5 minutes,,,6.0,53.0,log400,0.02454223,4.0,,Returning_Visitor,1.0,545.0,2.2272786890000003,c_4,0.0,chrome_99.1.3,0
3631,0.0,94.83023259782881,May,0.0 minutes,0.2,0.0 minutes,0.0,2.0,0.0,2.0,log_100,0.2,0.0,,Returning_Visitor,6.0,0.0,0.0,c_1,1.0,chrome_98.0.1,0
3634,0.0,99.08091199020326,May,399.0 minutes,0.033333333,0.0 minutes,399.0,3.0,0.0,6.0,log8080,0.022222222000000003,0.0,,Returning_Visitor,2.0,0.0,44.99,c_5,0.0,chrome_99.1.4,1
